Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
172	348	0	2.3755225	0	0	0	0	0	5e-06	0	100	0	0	3
173	350	0	2.38933368	0	0	0	0	0	5e-06	0	100	0	0	3
174	352	0	2.40314486	0	0	0	0	0	5e-06	0	100	0	0	3
175	353	0	2.41695604	0	0	0	0	0	5e-06	0	100	0	0	3
176	355	0	2.43076721	0	0	0	0	0	5e-06	0	100	0	0	3
177	357	0	2.44457839	0	0	0	0	0	5e-06	0	100	0	0	3
178	359	0	2.45838957	0	0	0	0	0	5e-06	0	100	0	0	3
179	361	0	2.47220075	0	0	0	0	0	5e-06	0	100	0	0	3
180	363	0	2.48601192	0	0	0	0	0	5e-06	0	100	0	0	3
181	365	0	2.4998231	0	0	0	0	0	5e-06	0	100	0	0	3
182	366	0	2.51363428	0	0	0	0	0	5e-06	0	100	0	0	3
183	368	0	2.52744546	0	0	0	0	0	5e-06	0	100	0	0	3
184	370	0	2.54125663	0	0	0	0	0	5e-06	0	100	0	0	3
185	372	0	2.55506781	0	0	0	0	0	5e-06	0	100	0	0	3
186	374	0	2.56887899	0	0	0	0	0	5e-06	0	100	0	0	3
187	376	0	2.58269017	0	0	0	0	0	5e-06	0	100	0	0	3
188	378	0	2.59650134	0	0	0	0	0	5e-06	0	100	0	0	3
189	381	0	2.61031252	0	0	0	0	0	5e-06	0	100	0	0	3
190	383	0	2.6241237	0	0	0	0	0	5e-06	0	100	0	0	3
191	386	0	2.63793487	0	0	0	0	0	5e-06	0	100	0	0	3
192	388	0	2.65174605	0	0	0	0	0	5e-06	0	100	0	0	3
193	391	0	2.66555723	0	0	0	0	0	5e-06	0	100	0	0	3
194	394	0	2.67936841	0	0	0	0	0	5e-06	0	100	0	0	3
195	397	0	2.69317958	0	0	0	0	0	5e-06	0	100	0	0	3
196	399	0	2.70699076	0	0	0	0	0	5e-06	0	100	0	0	3
197	402	0	2.72080194	0	0	0	0	0	5e-06	0	100	0	0	3
198	404	0	2.73461312	0	0	0	0	0	5e-06	0	100	0	0	3
199	405	0	2.74842429	0	0	0	0	0	5e-06	0	100	0	0	3
200	407	0	2.76223547	0	0	0	0	0	5e-06	0	100	0	0	3
