Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
79	124	0	1.09108301	-0.000936224927	0.00459826007	-0.0030788604	0.0549750584	0.00470582805	1.51702304	0	100	0	0	3
80	126	0	1.10489419	-0.00131679111	0.00452063297	-0.0030788604	0.0549750584	0.00470582805	1.51702304	0	100	0	0	3
81	127	0	1.11870537	-0.00220668417	0.00443847394	-0.0030788604	0.0549750584	0.00470582805	1.51702304	0	100	0	0	3
82	129	0	1.13251654	0.000643878117	0.00448791626	-0.0030788604	0.0549750584	0.00462588425	1.51702304	0	100	0	0	3
83	130	0	1.14632772	-0.00306475899	0.00432929241	-0.0030788604	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
84	131	0	1.1601389	-0.0025964453	0.0038447669	-0.0030788604	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
85	133	0	1.17395008	0.00202415251	0.0038287718	-0.0030788604	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
86	134	0	1.18776125	-0.00229158241	0.00383318274	-0.0030788604	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
87	136	0	1.20157243	-0.0443146213	0.00269744406	-0.0443146213	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
88	137	0	1.21538361	0.0017612943	0.00280728128	-0.0443146213	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
89	139	0	1.22919478	0.00261859559	0.00294395873	-0.0443146213	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
90	140	0	1.24300596	0.00256934809	0.00303739826	-0.0443146213	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
91	141	0	1.25681714	0.0021679425	0.00317920374	-0.0443146213	0.0549750584	0.00445234776	1.51702304	0	100	0	0	3
92	143	0	1.27062832	0.00152748903	0.00329870112	-0.0443146213	0.0549750584	0.00437570855	1.51702304	0	100	0	0	3
93	144	0	1.28443949	-0.00236184266	0.00317419613	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
94	146	0	1.29825067	-0.000931230926	0.00308782268	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
95	150	0	1.31206185	0.00113607677	0.00306024483	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
96	154	0	1.32587303	-0.00269838701	0.00292749992	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
97	159	0	1.3396842	-0.00251266659	0.00281177233	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
98	163	0	1.35349538	-0.000149097005	0.002888476	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
99	166	0	1.36730656	0.00169833253	0.00298023432	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
100	169	0	1.38111774	3.65308101e-05	0.00291535512	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
101	173	0	1.39492891	0.0214940102	0.00343650709	-0.0443146213	0.0549750584	0.004341375	1.51702304	0	100	0	0	3
102	176	0	1.40874009	-0.00251751409	0.00197639999	-0.0443146213	0.0549750584	0.00506241908	1.51702304	0	100	0	0	3
103	179	0	1.42255127	-0.002286716	0.00193616996	-0.0443146213	0.0549750584	0.0051026491	1.51702304	0	100	0	0	3
104	182	0	1.43636244	0.00142305007	0.000488818384	-0.0443146213	0.0223154258	0.00655000068	1.51702304	0	100	0	0	3
105	185	0	1.45017362	0.0020880091	0.000536232684	-0.0443146213	0.0223154258	0.00655000068	1.51702304	0	100	0	0	3
106	188	0	1.4639848	0.00275758304	7.64233798e-06	-0.0443146213	0.0214940102	0.00703117673	1.51702304	0	100	0	0	3
107	190	0	1.47779598	0.00308474355	-0.000407374287	-0.0443146213	0.0214940102	0.00744619335	1.51702304	0	100	0	0	3
108	194	0	1.49160715	0.00264156936	-0.000366444335	-0.0443146213	0.0214940102	0.00744619335	1.51702304	0	100	0	0	3
109	195	0	1.50541833	0.00189793321	-0.000354456248	-0.0443146213	0.0214940102	0.00744619335	1.51702304	0	100	0	0	3
110	198	0	1.51922951	0.00220212038	-0.000371035514	-0.0443146213	0.0214940102	0.00744619335	1.51702304	0	100	0	0	3
111	201	0	1.53304069	-0.00228616844	-0.000464737865	-0.0443146213	0.0214940102	0.00750355693	1.51702304	0	100	0	0	3
112	204	0	1.54685186	-0.00284191906	-0.000589489302	-0.0443146213	0.0214940102	0.00758538236	1.51702304	0	100	0	0	3
113	206	0	1.56066304	-0.00222357757	-0.000655869403	-0.0443146213	0.0214940102	0.00717205881	1.51702304	0	100	0	0	3
114	208	0	1.57447422	0.00243113327	-0.000644883135	-0.0443146213	0.0214940102	0.00705902271	1.51702304	0	100	0	0	3
115	210	0	1.5882854	-0.00158044894	-0.000619267138	-0.0443146213	0.0214940102	0.00525412947	1.51702304	0	100	0	0	3
116	211	0	1.60209657	0.0132868809	-0.000234858872	-0.0443146213	0.0214940102	0.00517650237	1.51702304	0	100	0	0	3
117	213	0	1.61590775	-0.000485552005	-0.00021239295	-0.0443146213	0.0214940102	0.00514378566	1.51702304	0	100	0	0	3
118	217	0	1.62971893	-0.0254398696	-0.000840316881	-0.0443146213	0.0214940102	0.00532823314	1.51702304	0	100	0	0	3
119	221	0	1.64353011	-0.0025829006	-0.000927527116	-0.0443146213	0.0214940102	0.00525681953	1.51702304	0	100	0	0	3
120	223	0	1.65734128	-0.000474999217	-0.000857533609	-0.0443146213	0.0214940102	0.00477229402	1.51702304	0	100	0	0	3
121	225	0	1.67115246	0.00233497159	-0.000724252071	-0.0443146213	0.0214940102	0.00476070986	1.51702304	0	100	0	0	3
122	228	0	1.68496364	0.00192843162	-0.000726839122	-0.0443146213	0.0214940102	0.00476070986	1.51702304	0	100	0	0	3
123	230	0	1.69877481	0.00133943153	-0.00062870361	-0.0443146213	0.0214940102	0.0043640342	1.51702304	0	100	0	0	3
124	232	0	1.71258599	-0.00148029492	0.000528980886	-0.0254398696	0.0214940102	0.0043640342	1.41466649	0	100	0	0	3
125	234	0	1.72639717	-0.0259542202	-0.000220087073	-0.0259542202	0.0214940102	0.0043640342	1.41668402	0	100	0	0	3
126	237	0	1.74020835	-0.00207221646	-0.000346865777	-0.0259542202	0.0214940102	0.0043640342	1.41597431	0	100	0	0	3
127	239	0	1.75401952	0.00206694643	-0.0003604442	-0.0259542202	0.0214940102	0.0043640342	1.51702304	0	100	0	0	3
128	241	0	1.7678307	-0.00281032489	-0.000494991967	-0.0259542202	0.0214940102	0.0043640342	1.51702304	0	100	0	0	3
